parcel_id,street_number,street_name,apn,first_seen_at,last_drilled_at
1510-pearl-st,1510,PEARL ST,4284038019,2026-06-07,2026-06-07
1510-princeton-st,1510,PRINCETON ST,,2026-06-07,2026-06-07
1511-10th-st,1511,10TH ST,,2026-06-07,2026-06-07
1511-12th-st,1511,12TH ST,4282032028,2026-06-07,2026-06-07
1511-franklin-st,1511,FRANKLIN ST,4267028020,2026-06-07,2026-06-07
1511-pacific-st,1511,PACIFIC ST,,2026-06-07,2026-06-07
1511-stanford-st,1511,STANFORD ST,4267026005,2026-06-07,2026-06-07
1512-15th-st,1512,15TH ST,,2026-06-07,2026-06-07
1512-16th-st,1512,16TH ST,4282035003,2026-06-07,2026-06-07
1512-arizona-ave,1512,ARIZONA AVE,,2026-06-07,2026-06-07
1512-berkeley-st,1512,BERKELEY ST,4267026006,2026-06-07,2026-06-07
1512-euclid-st,1512,EUCLID ST,4282032003,2026-06-07,2026-06-07
1512-harvard-st,1512,HARVARD ST,4267023074,2026-06-07,2026-06-07
1512-idaho-ave,1512,IDAHO AVE,,2026-06-07,2026-06-07
1512-ocean-park-blvd,1512,OCEAN PARK BLVD,4285004004,2026-06-07,2026-06-07
1512-pacific-st,1512,PACIFIC ST,,2026-06-07,2026-06-07
1513-14th-st,1513,14TH ST,4282034018,2026-06-07,2026-06-07
1513-17th-st,1513,17TH ST,4275012023,2026-06-07,2026-06-07
1513-19th-st,1513,19TH ST,4275014016,2026-06-07,2026-06-07
1513-9th-st,1513,9TH ST,4282029017,2026-06-07,2026-06-07
1513-centinela-ave,1513,CENTINELA AVE,4267028002,2026-06-07,2026-06-07
1513-harvard-st,1513,HARVARD ST,4267024007,2026-06-07,2026-06-07
1513-michigan-ave,1513,MICHIGAN AVE,4283012022,2026-06-07,2026-06-07
1513-princeton-st,1513,PRINCETON ST,4267023023,2026-06-07,2026-06-07
1514-12th-st,1514,12TH ST,4282031006,2026-06-07,2026-06-07
1514-14th-st,1514,14TH ST,4282033021,2026-06-07,2026-06-07
1514-18th-st,1514,18TH ST,,2026-06-07,2026-06-07
1514-7th-st,1514,7TH ST,,2026-06-07,2026-06-07
1514-franklin-st,1514,FRANKLIN ST,4267027007,2026-06-07,2026-06-07
1514-maple-st,1514,MAPLE ST,,2026-06-07,2026-06-07
1514-princeton-st,1514,PRINCETON ST,,2026-06-07,2026-06-07
1515-centinela-ave,1515,CENTINELA AVE,4267028003,2026-06-07,2026-06-07
1515-ocean-ave,1515,OCEAN AVE,,2026-06-07,2026-06-07
1516-17th-st,1516,17TH ST,4282036004,2026-06-07,2026-06-07
1516-bay-st,1516,BAY ST,,2026-06-07,2026-06-07
1516-maple-st,1516,MAPLE ST,4284026018,2026-06-07,2026-06-07
1516-oak-st,1516,OAK ST,,2026-06-07,2026-06-07
1516-ocean-park-blvd,1516,OCEAN PARK BLVD,4285004003,2026-06-07,2026-06-07
1516-pico-blvd,1516,PICO BLVD,4284034007,2026-06-07,2026-06-07
1516-stanford-st,1516,STANFORD ST,4267025007,2026-06-07,2026-06-07
1517-10th-st,1517,10TH ST,4282030020,2026-06-07,2026-06-07
1517-11th-st,1517,11TH ST,4282031023,2026-06-07,2026-06-07
1517-14th-st,1517,14TH ST,,2026-06-07,2026-06-07
1517-16th-st,1517,16TH ST,4282036021,2026-06-07,2026-06-07
1517-17th-st,1517,17TH ST,4275012022,2026-06-07,2026-06-07
1517-18th-st,1517,18TH ST,4275013020,2026-06-07,2026-06-07
1517-19th-st,1517,19TH ST,4275014015,2026-06-07,2026-06-07
1517-9th-st,1517,9TH ST,4282029016,2026-06-07,2026-06-07
1517-ashland-ave,1517,ASHLAND AVE,,2026-06-07,2026-06-07
1517-bay-st,1517,BAY ST,4284034012,2026-06-07,2026-06-07
1517-grant-st,1517,GRANT ST,,2026-06-07,2026-06-07
1517-harvard-st,1517,HARVARD ST,4267024059,2026-06-07,2026-06-07
1517-idaho-ave,1517,IDAHO AVE,4281008012,2026-06-07,2026-06-07
1517-princeton-st,1517,PRINCETON ST,4267023022,2026-06-07,2026-06-07
1517-stanford-st,1517,STANFORD ST,4267026007,2026-06-07,2026-06-07
1518-10th-st,1518,10TH ST,4282029003,2026-06-07,2026-06-07
1518-11th-st,1518,11TH ST,,2026-06-07,2026-06-07
1518-12th-st,1518,12TH ST,4282031007,2026-06-07,2026-06-07
1518-14th-st,1518,14TH ST,4282033021,2026-06-07,2026-06-07
1518-15th-st,1518,15TH ST,,2026-06-07,2026-06-07
1518-17th-st,1518,17TH ST,4282036004,2026-06-07,2026-06-07
1518-19th-st,1518,19TH ST,4275013005,2026-06-07,2026-06-07
1518-7th-st,1518,7TH ST,4291023003,2026-06-07,2026-06-07
1518-9th-st,1518,9TH ST,4282028003,2026-06-07,2026-06-07
1518-berkeley-st,1518,BERKELEY ST,4267026008,2026-06-07,2026-06-07
1518-euclid-st,1518,EUCLID ST,4282032031,2026-06-07,2026-06-07
1518-franklin-st,1518,FRANKLIN ST,4267027009,2026-06-07,2026-06-07
1518-harvard-st,1518,HARVARD ST,4267023005,2026-06-07,2026-06-07
1518-stanford-st,1518,STANFORD ST,4267025009,2026-06-07,2026-06-07
1519-10th-st,1519,10TH ST,4282030020,2026-06-07,2026-06-07
1519-12th-st,1519,12TH ST,4282032019,2026-06-07,2026-06-07
1519-26th-st,1519,26TH ST,,2026-06-07,2026-06-07
1519-6th-st,1519,6TH ST,4291023022,2026-06-07,2026-06-07
1519-9th-st,1519,9TH ST,4282029015,2026-06-07,2026-06-07
1519-oak-st,1519,OAK ST,,2026-06-07,2026-06-07
152-hart-ave,152,HART AVE,,2026-06-07,2026-06-07
152-san-vicente-blvd,152,SAN VICENTE BLVD,4293003002,2026-06-07,2026-06-07
1520-17th-st,1520,17TH ST,4282036004,2026-06-07,2026-06-07
1520-idaho-ave,1520,IDAHO AVE,4281007001,2026-06-07,2026-06-07
1520-michigan-ave,1520,MICHIGAN AVE,4283031020,2026-06-07,2026-06-07
1520-ocean-park-blvd,1520,OCEAN PARK BLVD,4285004002,2026-06-07,2026-06-07
1520-princeton-st,1520,PRINCETON ST,4267022029,2026-06-07,2026-06-07
1520-san-vicente-blvd,1520,SAN VICENTE BLVD,,2026-06-07,2026-06-07
1521-12th-st,1521,12TH ST,4282032018,2026-06-07,2026-06-07
1521-16th-st,1521,16TH ST,4282036020,2026-06-07,2026-06-07
1521-broadway,1521,BROADWAY,,2026-06-07,2026-06-07
1521-centinela-ave,1521,CENTINELA AVE,4267028004,2026-06-07,2026-06-07
1521-georgina-ave,1521,GEORGINA AVE,,2026-06-07,2026-06-07
1522-16th-st,1522,16TH ST,4282035005,2026-06-07,2026-06-07
1522-6th-st,1522,6TH ST,4291024007,2026-06-07,2026-06-07
1522-euclid-st,1522,EUCLID ST,4282032031,2026-06-07,2026-06-07
1522-franklin-st,1522,FRANKLIN ST,4267027074,2026-06-07,2026-06-07
1522-harvard-st,1522,HARVARD ST,4267023006,2026-06-07,2026-06-07
1522-idaho-ave,1522,IDAHO AVE,4281007001,2026-06-07,2026-06-07
1522-princeton-st,1522,PRINCETON ST,4267022011,2026-06-07,2026-06-07
1523-11th-st,1523,11TH ST,4282031022,2026-06-07,2026-06-07
1523-14th-st,1523,14TH ST,,2026-06-07,2026-06-07
1523-15th-st,1523,15TH ST,4282035018,2026-06-07,2026-06-07
1523-18th-st,1523,18TH ST,4275013025,2026-06-07,2026-06-07
1523-19th-st,1523,19TH ST,4275014014,2026-06-07,2026-06-07
1523-6th-st,1523,6th ST,,2026-06-07,2026-06-07
1523-bay-st,1523,BAY ST,4284034013,2026-06-07,2026-06-07
1523-berkeley-st,1523,BERKELEY ST,4267027010,2026-06-07,2026-06-07
1523-harvard-st,1523,HARVARD ST,4267024011,2026-06-07,2026-06-07
1523-montana-ave,1523,MONTANA AVE,4279026002,2026-06-07,2026-06-07
1523-oak-st,1523,OAK ST,4285004023,2026-06-07,2026-06-07
1523-princeton-st,1523,PRINCETON ST,4267023021,2026-06-07,2026-06-07
1524-10th-st,1524,10TH ST,4282029031,2026-06-07,2026-06-07
1524-11th-st,1524,11TH ST,,2026-06-07,2026-06-07
1524-12th-st,1524,12TH ST,4282031008,2026-06-07,2026-06-07
1524-14th-st,1524,14TH ST,,2026-06-07,2026-06-07
1524-15th-st,1524,15TH ST,4282034005,2026-06-07,2026-06-07
1524-16th-st,1524,16TH ST,4282035005,2026-06-07,2026-06-07
1524-17th-st,1524,17TH ST,,2026-06-07,2026-06-07
1524-18th-st,1524,18TH ST,4275012029,2026-06-07,2026-06-07
1524-7th-st,1524,7TH ST,4291023004,2026-06-07,2026-06-07
1524-berkeley-st,1524,BERKELEY ST,4267026081,2026-06-07,2026-06-07
1524-franklin-st,1524,FRANKLIN ST,,2026-06-07,2026-06-07
1524-grant-st,1524,GRANT ST,4284036011,2026-06-07,2026-06-07
1524-princeton-st,1524,PRINCETON ST,4267022011,2026-06-07,2026-06-07
1524-stanford-st,1524,STANFORD ST,4267025011,2026-06-07,2026-06-07
1525-10th-st,1525,10TH ST,4282030027,2026-06-07,2026-06-07
1525-broadway,1525,BROADWAY,,2026-06-07,2026-06-07
1525-georgina-ave,1525,GEORGINA AVE,,2026-06-07,2026-06-07
1525-montana-ave,1525,MONTANA AVE,4279026002,2026-06-07,2026-06-07
1525-ocean-ave,1525,OCEAN AVE,,2026-06-07,2026-06-07
1525-pearl-st,1525,PEARL ST,,2026-06-07,2026-06-07
1525-san-vicente-blvd,1525,SAN VICENTE BLVD,,2026-06-07,2026-06-07
1526-11th-st,1526,11TH ST,,2026-06-07,2026-06-07
1526-bay-st,1526,BAY ST,4284035011,2026-06-07,2026-06-07
1527-10th-st,1527,10TH ST,4282030027,2026-06-07,2026-06-07
1527-11th-st,1527,11TH ST,4282031021,2026-06-07,2026-06-07
1527-14th-st,1527,14TH ST,,2026-06-07,2026-06-07
1527-15th-st,1527,15TH ST,4282035017,2026-06-07,2026-06-07
1527-16th-st,1527,16TH ST,4282036019,2026-06-07,2026-06-07
1527-17th-st,1527,17TH ST,4275012020,2026-06-07,2026-06-07
1527-18th-st,1527,18TH ST,4275013018,2026-06-07,2026-06-07
1527-19th-st,1527,19TH ST,4275014013,2026-06-07,2026-06-07
1527-20th-st,1527,20TH ST,,2026-06-07,2026-06-07
1527-6th-st,1527,6TH ST,,2026-06-07,2026-06-07
1527-berkeley-st,1527,BERKELEY ST,4267027053,2026-06-07,2026-06-07
1527-centinela-ave,1527,CENTINELA AVE,4267028047,2026-06-07,2026-06-07
1527-harvard-st,1527,HARVARD ST,4267024013,2026-06-07,2026-06-07
1527-idaho-ave,1527,IDAHO AVE,4281008012,2026-06-07,2026-06-07
1527-montana-ave,1527,MONTANA AVE,4279026002,2026-06-07,2026-06-07
1527-princeton-st,1527,PRINCETON ST,4267023020,2026-06-07,2026-06-07
1527-san-vicente-blvd,1527,SAN VICENTE BLVD,,2026-06-07,2026-06-07
1527-stanford-st,1527,STANFORD ST,4267026054,2026-06-07,2026-06-07
1528-10th-st,1528,10TH ST,4282029005,2026-06-07,2026-06-07
1528-11th-st,1528,11TH ST,4282030006,2026-06-07,2026-06-07
1528-12th-st,1528,12TH ST,4282031009,2026-06-07,2026-06-07
1528-16th-st,1528,16TH ST,4282035006,2026-06-07,2026-06-07
1528-17th-st,1528,17TH ST,4282036006,2026-06-07,2026-06-07
1528-19th-st,1528,19TH ST,4275013007,2026-06-07,2026-06-07
1528-5th-st,1528,5TH ST,,2026-06-07,2026-06-07
1528-6th-st,1528,6TH ST,4291024031,2026-06-07,2026-06-07
1528-9th-st,1528,9TH ST,4282028004,2026-06-07,2026-06-07
1528-alta-ave,1528,ALTA AVE,,2026-06-07,2026-06-07
1528-berkeley-st,1528,BERKELEY ST,4267026074,2026-06-07,2026-06-07
1528-euclid-st,1528,EUCLID ST,4282032006,2026-06-07,2026-06-07
1528-franklin-st,1528,FRANKLIN ST,4267027013,2026-06-07,2026-06-07
1528-hill-st,1528,HILL ST,,2026-06-07,2026-06-07
1528-princeton-st,1528,PRINCETON ST,,2026-06-07,2026-06-07
1528-stanford-st,1528,STANFORD ST,4267025014,2026-06-07,2026-06-07
1529-14th-st,1529,14TH ST,,2026-06-07,2026-06-07
153-fraser-ave,153,FRASER AVE,4288018023,2026-06-07,2026-06-07
153-hollister-ave,153,HOLLISTER AVE,,2026-06-07,2026-06-07
153-san-vicente-blvd,153,SAN VICENTE BLVD,4293002020,2026-06-07,2026-06-07
153-wadsworth-ave,153,WADSWORTH AVE,,2026-06-07,2026-06-07
1530-15th-st,1530,15TH ST,4282034006,2026-06-07,2026-06-07
1530-16th-st,1530,16TH ST,4282035006,2026-06-07,2026-06-07
1530-18th-st,1530,18TH ST,4275012042,2026-06-07,2026-06-07
1530-5th-st,1530,5TH ST,,2026-06-07,2026-06-07
1530-7th-st,1530,7TH ST,4291023005,2026-06-07,2026-06-07
1530-harvard-st,1530,HARVARD ST,4267023007,2026-06-07,2026-06-07
1530-princeton-st,1530,PRINCETON ST,,2026-06-07,2026-06-07
1531-10th-st,1531,10TH ST,4282030017,2026-06-07,2026-06-07
1531-14th-st,1531,14TH ST,,2026-06-07,2026-06-07
1531-15th-st,1531,15TH ST,4282035016,2026-06-07,2026-06-07
1531-16th-st,1531,16TH ST,4282036018,2026-06-07,2026-06-07
1531-17th-st,1531,17TH ST,4275012019,2026-06-07,2026-06-07
1531-6th-st,1531,6TH ST,4291023024,2026-06-07,2026-06-07
1531-harvard-st,1531,HARVARD ST,4267024015,2026-06-07,2026-06-07
1531-stanford-st,1531,STANFORD ST,4267026013,2026-06-07,2026-06-07
1532-11th-st,1532,11TH ST,4282030007,2026-06-07,2026-06-07
1532-16th-st,1532,16TH ST,4282035007,2026-06-07,2026-06-07
1532-9th-st,1532,9TH ST,,2026-06-07,2026-06-07
1532-berkeley-st,1532,BERKELEY ST,4267026065,2026-06-07,2026-06-07
1532-franklin-st,1532,FRANKLIN ST,4267027015,2026-06-07,2026-06-07
1533-11th-st,1533,11TH ST,4282031059,2026-06-07,2026-06-07
1533-14th-st,1533,14TH ST,,2026-06-07,2026-06-07
1533-16th-st,1533,16TH ST,4282036018,2026-06-07,2026-06-07
1533-18th-st,1533,18TH ST,,2026-06-07,2026-06-07
1533-19th-st,1533,19TH ST,4275014012,2026-06-07,2026-06-07
1533-9th-st,1533,9TH ST,4282029013,2026-06-07,2026-06-07
1533-berkeley-st,1533,BERKELEY ST,4267027014,2026-06-07,2026-06-07
1533-centinela-ave,1533,CENTINELA AVE,4267028006,2026-06-07,2026-06-07
1533-princeton-st,1533,PRINCETON ST,4267023059,2026-06-07,2026-06-07
1534-10th-st,1534,10TH ST,4282029006,2026-06-07,2026-06-07
1534-11th-st,1534,11TH ST,4282030007,2026-06-07,2026-06-07
1534-15th-st,1534,15TH ST,4282034007,2026-06-07,2026-06-07
1534-16th-st,1534,16TH ST,4282035007,2026-06-07,2026-06-07
1534-17th-st,1534,17TH ST,,2026-06-07,2026-06-07
1534-18th-st,1534,18TH ST,4275012008,2026-06-07,2026-06-07
1534-19th-st,1534,19TH ST,4275013008,2026-06-07,2026-06-07
1534-20th-st,1534,20TH ST,,2026-06-07,2026-06-07
1534-euclid-st,1534,EUCLID ST,4282032007,2026-06-07,2026-06-07
1535-18th-st,1535,18TH ST,,2026-06-07,2026-06-07
1535-6th-st,1535,6TH ST,4291023012,2026-06-07,2026-06-07
1535-centinela-ave,1535,CENTINELA AVE,4267028006,2026-06-07,2026-06-07
1535-harvard-st,1535,HARVARD ST,4267024018,2026-06-07,2026-06-07
1536-11th-st,1536,11TH ST,4282030007,2026-06-07,2026-06-07
1536-18th-st,1536,18TH ST,4275012009,2026-06-07,2026-06-07
1536-19th-st,1536,19TH ST,4275013008,2026-06-07,2026-06-07
1536-6th-st,1536,6TH ST,,2026-06-07,2026-06-07
1536-georgina-ave,1536,GEORGINA AVE,,2026-06-07,2026-06-07
1536-harvard-st,1536,HARVARD ST,4267023008,2026-06-07,2026-06-07
1537-10th-st,1537,10TH ST,4282030016,2026-06-07,2026-06-07
1537-15th-st,1537,15TH ST,,2026-06-07,2026-06-07
1537-16th-st,1537,16TH ST,,2026-06-07,2026-06-07
1537-19th-st,1537,19TH ST,4275014011,2026-06-07,2026-06-07
1537-7th-st,1537,7TH ST,,2026-06-07,2026-06-07
1537-9th-st,1537,9TH ST,4282029012,2026-06-07,2026-06-07
1537-berkeley-st,1537,BERKELEY ST,4267027016,2026-06-07,2026-06-07
1537-centinela-ave,1537,CENTINELA AVE,4267028007,2026-06-07,2026-06-07
1537-princeton-st,1537,PRINCETON ST,4267023018,2026-06-07,2026-06-07
1537-stanford-st,1537,STANFORD ST,4267026015,2026-06-07,2026-06-07
1538-10th-st,1538,10TH ST,4282029007,2026-06-07,2026-06-07
1538-11th-st,1538,11TH ST,4282030008,2026-06-07,2026-06-07
1538-16th-st,1538,16TH ST,4282035008,2026-06-07,2026-06-07
1538-18th-st,1538,18TH ST,4275012010,2026-06-07,2026-06-07
1538-19th-st,1538,19TH ST,4275013009,2026-06-07,2026-06-07
1538-20th-st,1538,20TH ST,4275014004,2026-06-07,2026-06-07
1538-berkeley-st,1538,BERKELEY ST,4267026088,2026-06-07,2026-06-07
1538-euclid-st,1538,EUCLID ST,4282032008,2026-06-07,2026-06-07
1538-franklin-st,1538,FRANKLIN ST,4267027026,2026-06-07,2026-06-07
1538-harvard-st,1538,HARVARD ST,4267023009,2026-06-07,2026-06-07
1538-princeton-st,1538,PRINCETON ST,4267022044,2026-06-07,2026-06-07
1538-stanford-st,1538,STANFORD ST,4267025027,2026-06-07,2026-06-07
1539-11th-st,1539,11TH ST,4282031019,2026-06-07,2026-06-07
1539-7th-st,1539,7TH ST,,2026-06-07,2026-06-07
154-fraser-ave,154,FRASER AVE,4288019003,2026-06-07,2026-06-07
154-hart-ave,154,HART AVE,4288018004,2026-06-07,2026-06-07
154-san-vicente-blvd,154,SAN VICENTE BLVD,4293003002,2026-06-07,2026-06-07
1540-16th-st,1540,16TH ST,4282035008,2026-06-07,2026-06-07
1540-6th-st,1540,6TH ST,4291024032,2026-06-07,2026-06-07
1541-9th-st,1541,9TH ST,4282029011,2026-06-07,2026-06-07
1541-berkeley-st,1541,BERKELEY ST,4267027018,2026-06-07,2026-06-07
1541-franklin-st,1541,FRANKLIN ST,,2026-06-07,2026-06-07
1541-harvard-st,1541,HARVARD ST,4267024060,2026-06-07,2026-06-07
1541-princeton-st,1541,PRINCETON ST,4267023066,2026-06-07,2026-06-07
1542-franklin-st,1542,FRANKLIN ST,4267027026,2026-06-07,2026-06-07
1542-harvard-st,1542,HARVARD ST,4267023010,2026-06-07,2026-06-07
1543-10th-st,1543,10TH ST,4282030015,2026-06-07,2026-06-07
1543-11th-st,1543,11TH ST,4282031058,2026-06-07,2026-06-07
1543-18th-st,1543,18TH ST,4275013015,2026-06-07,2026-06-07
1543-19th-st,1543,19TH ST,,2026-06-07,2026-06-07
1543-7th-st,1543,7TH ST,,2026-06-07,2026-06-07
1543-euclid-st,1543,EUCLID ST,4282033015,2026-06-07,2026-06-07
1543-stanford-st,1543,STANFORD ST,4267026017,2026-06-07,2026-06-07
1544-11th-st,1544,11TH ST,,2026-06-07,2026-06-07
1544-6th-st,1544,6TH ST,4291024011,2026-06-07,2026-06-07
1544-7th-st,1544,7TH ST,,2026-06-07,2026-06-07
1544-berkeley-st,1544,BERKELEY ST,,2026-06-07,2026-06-07
1544-euclid-st,1544,EUCLID ST,,2026-06-07,2026-06-07
1544-princeton-st,1544,PRINCETON ST,4267022044,2026-06-07,2026-06-07
1544-stanford-st,1544,STANFORD ST,4267025036,2026-06-07,2026-06-07
1545-17th-st,1545,17TH ST,4275012018,2026-06-07,2026-06-07
1547-19th-st,1547,19TH ST,,2026-06-07,2026-06-07
1547-26th-st,1547,26TH ST,,2026-06-07,2026-06-07
1547-6th-st,1547,6TH ST,,2026-06-07,2026-06-07
1547-euclid-st,1547,EUCLID ST,4282033014,2026-06-07,2026-06-07
1547-lincoln-blvd,1547,LINCOLN BLVD,,2026-06-07,2026-06-07
1547-stanford-st,1547,STANFORD ST,4267026019,2026-06-07,2026-06-07
1548-12th-st,1548,12TH ST,,2026-06-07,2026-06-07
1548-harvard-st,1548,HARVARD ST,4267023011,2026-06-07,2026-06-07
1548-princeton-st,1548,PRINCETON ST,4267022044,2026-06-07,2026-06-07
1549-princeton-st,1549,PRINCETON ST,4267023016,2026-06-07,2026-06-07
155-ocean-park-blvd,155,OCEAN PARK BLVD,,2026-06-07,2026-06-07
1551-5th-st,1551,5TH ST,4291024017,2026-06-07,2026-06-07
1551-berkeley-st,1551,BERKELEY ST,4267027020,2026-06-07,2026-06-07
1551-ocean-ave,1551,OCEAN AVE,,2026-06-07,2026-06-07
1551-princeton-st,1551,PRINCETON ST,,2026-06-07,2026-06-07
1552-berkeley-st,1552,BERKELEY ST,4267026025,2026-06-07,2026-06-07
1552-harvard-st,1552,HARVARD ST,4267023033,2026-06-07,2026-06-07
1553-princeton-st,1553,PRINCETON ST,,2026-06-07,2026-06-07
1554-princeton-st,1554,PRINCETON ST,4267022044,2026-06-07,2026-06-07
1555-centinela-ave,1555,CENTINELA AVE,4267028011,2026-06-07,2026-06-07
1555-princeton-st,1555,PRINCETON ST,,2026-06-07,2026-06-07
1556-17th-st,1556,17TH ST,4282036011,2026-06-07,2026-06-07
1556-harvard-st,1556,HARVARD ST,4267023013,2026-06-07,2026-06-07
1557-berkeley-st,1557,BERKELEY ST,4267027020,2026-06-07,2026-06-07
1557-princeton-st,1557,PRINCETON ST,,2026-06-07,2026-06-07
1557-stanford-st,1557,STANFORD ST,4267026020,2026-06-07,2026-06-07
1558-princeton-st,1558,PRINCETON ST,4267022044,2026-06-07,2026-06-07
1559-princeton-st,1559,PRINCETON ST,,2026-06-07,2026-06-07
156-fraser-ave,156,FRASER AVE,4288019002,2026-06-07,2026-06-07
156-hart-ave,156,HART AVE,4288018043,2026-06-07,2026-06-07
156-san-vicente-blvd,156,SAN VICENTE BLVD,4293003002,2026-06-07,2026-06-07
156-wadsworth-ave,156,WADSWORTH AVE,4288017004,2026-06-07,2026-06-07
157-fraser-ave,157,FRASER AVE,,2026-06-07,2026-06-07
157-hart-ave,157,HART AVE,4288017017,2026-06-07,2026-06-07
158-fraser-ave,158,FRASER AVE,,2026-06-07,2026-06-07
158-wadsworth-ave,158,WADSWORTH AVE,4288017003,2026-06-07,2026-06-07
159-fraser-ave,159,FRASER AVE,,2026-06-07,2026-06-07
159-hollister-ave,159,HOLLISTER AVE,4289023010,2026-06-07,2026-06-07
159-wadsworth-ave,159,WADSWORTH AVE,4288016016,2026-06-07,2026-06-07
16-sea-view-ter,16,SEA VIEW TER,4290020036,2026-06-07,2026-06-07
160-hart-ave,160,HART AVE,,2026-06-07,2026-06-07
1600-lincoln-blvd,1600,LINCOLN BLVD,,2026-06-07,2026-06-07
1601-ashland-ave,1601,ASHLAND AVE,4285016012,2026-06-07,2026-06-07
1601-california-ave,1601,CALIFORNIA AVE,4281003023,2026-06-07,2026-06-07
1601-franklin-st,1601,FRANKLIN ST,4268006001,2026-06-07,2026-06-07
1601-marine-st,1601,MARINE ST,,2026-06-07,2026-06-07
1601-ocean-front-walk,1601,OCEAN FRONT WALK,4290023001,2026-06-07,2026-06-07
1602-georgina-ave,1602,GEORGINA AVE,,2026-06-07,2026-06-07
1602-sunset-ave,1602,SUNSET AVE,,2026-06-07,2026-06-07
1602-washington-ave,1602,WASHINGTON AVE,4281003021,2026-06-07,2026-06-07
1603-california-ave,1603,CALIFORNIA AVE,4281003023,2026-06-07,2026-06-07
1603-dewey-st,1603,DEWEY ST,,2026-06-07,2026-06-07
1603-franklin-st,1603,FRANKLIN ST,4268006001,2026-06-07,2026-06-07
1603-idaho-ave,1603,IDAHO AVE,4281001013,2026-06-07,2026-06-07
1604-idaho-ave,1604,IDAHO AVE,4281002025,2026-06-07,2026-06-07
1604-washington-ave,1604,WASHINGTON AVE,4281003021,2026-06-07,2026-06-07
1605-california-ave,1605,CALIFORNIA AVE,4281003023,2026-06-07,2026-06-07
1605-idaho-ave,1605,IDAHO AVE,4281001013,2026-06-07,2026-06-07
1605-ocean-front-walk,1605,OCEAN FRONT WALK,4290023002,2026-06-07,2026-06-07
1605-san-vicente-blvd,1605,SAN VICENTE BLVD,,2026-06-07,2026-06-07
1605-washington-ave,1605,WASHINGTON AVE,,2026-06-07,2026-06-07
1606-carlyle-ave,1606,CARLYLE AVE,,2026-06-07,2026-06-07
1606-idaho-ave,1606,IDAHO AVE,4281002025,2026-06-07,2026-06-07
1606-washington-ave,1606,WASHINGTON AVE,4281003021,2026-06-07,2026-06-07
1607-idaho-ave,1607,IDAHO AVE,4281001013,2026-06-07,2026-06-07
1607-washington-ave,1607,WASHINGTON AVE,,2026-06-07,2026-06-07
1608-idaho-ave,1608,IDAHO AVE,4281002025,2026-06-07,2026-06-07
1608-washington-ave,1608,WASHINGTON AVE,4281003021,2026-06-07,2026-06-07
1609-ashland-ave,1609,ASHLAND AVE,,2026-06-07,2026-06-07
1609-georgina-ave,1609,GEORGINA AVE,,2026-06-07,2026-06-07
1609-idaho-ave,1609,IDAHO AVE,4281001013,2026-06-07,2026-06-07
1609-san-vicente-blvd,1609,SAN VICENTE BLVD,4407016001,2026-06-07,2026-06-07
1609-washington-ave,1609,WASHINGTON AVE,,2026-06-07,2026-06-07
161-hart-ave,161,HART AVE,,2026-06-07,2026-06-07
161-ocean-park-blvd,161,OCEAN PARK BLVD,4288019018,2026-06-07,2026-06-07
1610-5th-st,1610,5TH ST,,2026-06-07,2026-06-07
1610-california-ave,1610,CALIFORNIA AVE,4281004023,2026-06-07,2026-06-07
1610-idaho-ave,1610,IDAHO AVE,4281002025,2026-06-07,2026-06-07
1610-washington-ave,1610,WASHINGTON AVE,4281003021,2026-06-07,2026-06-07
1611-alta-ave,1611,ALTA AVE,,2026-06-07,2026-06-07
1611-bryn-mawr-ave,1611,BRYN MAWR AVE,,2026-06-07,2026-06-07
1611-idaho-ave,1611,IDAHO AVE,4281001013,2026-06-07,2026-06-07
1611-washington-ave,1611,WASHINGTON AVE,,2026-06-07,2026-06-07
1612-5th-st,1612,5TH ST,,2026-06-07,2026-06-07
1612-california-ave,1612,CALIFORNIA AVE,4281004025,2026-06-07,2026-06-07
1612-idaho-ave,1612,IDAHO AVE,4281002025,2026-06-07,2026-06-07
1613-hill-st,1613,HILL ST,,2026-06-07,2026-06-07
1613-michigan-ave,1613,MICHIGAN AVE,4283011027,2026-06-07,2026-06-07
1614-5th-st,1614,5TH ST,,2026-06-07,2026-06-07
1614-california-ave,1614,CALIFORNIA AVE,4281004025,2026-06-07,2026-06-07
1614-idaho-ave,1614,IDAHO AVE,4281002025,2026-06-07,2026-06-07
1614-ocean-ave,1614,OCEAN AVE,,2026-06-07,2026-06-07
1615-centinela-ave,1615,CENTINELA AVE,4268006008,2026-06-07,2026-06-07
1615-idaho-ave,1615,IDAHO AVE,4281001013,2026-06-07,2026-06-07
1615-san-vicente-blvd,1615,SAN VICENTE BLVD,,2026-06-07,2026-06-07
1616-ashland-ave,1616,ASHLAND AVE,4285024011,2026-06-07,2026-06-07
1616-ocean-ave,1616,OCEAN AVE,4290017017,2026-06-07,2026-06-07
1616-sunset-ave,1616,SUNSET AVE,,2026-06-07,2026-06-07
1617-berkeley-st,1617,BERKELEY ST,,2026-06-07,2026-06-07
1617-broadway,1617,BROADWAY,,2026-06-07,2026-06-07
1617-california-ave,1617,CALIFORNIA AVE,4281003022,2026-06-07,2026-06-07
1617-montana-ave,1617,MONTANA AVE,4279025003,2026-06-07,2026-06-07
1617-stanford-st,1617,STANFORD ST,4268004028,2026-06-07,2026-06-07
